0.9863974814814814	fpr	tpr
125	0.009111111111111111	0.6866666666666666
126	0.009111111111111111	0.6893333333333334
127	0.009333333333333334	0.6893333333333334
128	0.009333333333333334	0.69
129	0.009481481481481481	0.69
130	0.009481481481481481	0.6906666666666667
131	0.009555555555555555	0.6906666666666667
132	0.009555555555555555	0.6913333333333334
133	0.00962962962962963	0.6913333333333334
134	0.00962962962962963	0.6926666666666667
135	0.009925925925925927	0.6926666666666667
136	0.009925925925925927	0.6933333333333334
137	0.01037037037037037	0.6933333333333334
138	0.01037037037037037	0.694
139	0.010518518518518519	0.694
140	0.010518518518518519	0.6946666666666667
141	0.010592592592592593	0.6946666666666667
142	0.010592592592592593	0.696
143	0.010814814814814815	0.696
144	0.010814814814814815	0.6973333333333334
145	0.011111111111111112	0.6973333333333334
146	0.011111111111111112	0.6986666666666667
147	0.011259259259259259	0.6986666666666667
148	0.011259259259259259	0.6993333333333334
149	0.011333333333333334	0.6993333333333334
150	0.011333333333333334	0.7013333333333334
151	0.011481481481481481	0.7013333333333334
152	0.011481481481481481	0.7033333333333334
153	0.01162962962962963	0.7033333333333334
154	0.01162962962962963	0.704
155	0.011703703703703704	0.704
156	0.011703703703703704	0.7046666666666667
157	0.011777777777777778	0.7046666666666667
158	0.011777777777777778	0.7053333333333334
159	0.011925925925925927	0.7053333333333334
160	0.011925925925925927	0.7066666666666667
161	0.012074074074074074	0.7066666666666667
162	0.012074074074074074	0.7073333333333334
163	0.012148148148148148	0.7073333333333334
164	0.012148148148148148	0.7086666666666667
165	0.012518518518518519	0.7086666666666667
166	0.012518518518518519	0.712
167	0.012814814814814815	0.712
168	0.012814814814814815	0.7133333333333334
169	0.013259259259259259	0.7133333333333334
170	0.013259259259259259	0.7153333333333334
171	0.013777777777777778	0.7153333333333334
172	0.013777777777777778	0.7173333333333334
173	0.014074074074074074	0.7173333333333334
174	0.014074074074074074	0.718
175	0.01437037037037037	0.718
176	0.01437037037037037	0.7186666666666667
177	0.014444444444444444	0.7186666666666667
178	0.014444444444444444	0.7193333333333334
179	0.014592592592592593	0.7193333333333334
180	0.014592592592592593	0.722
181	0.01474074074074074	0.722
182	0.01474074074074074	0.7226666666666667
183	0.014814814814814815	0.7226666666666667
184	0.014814814814814815	0.7246666666666667
185	0.014888888888888889	0.7246666666666667
186	0.014888888888888889	0.7253333333333334
187	0.014962962962962963	0.7253333333333334
188	0.014962962962962963	0.726
189	0.015037037037037036	0.726
190	0.015037037037037036	0.7266666666666667
191	0.015185185185185185	0.7266666666666667
192	0.015185185185185185	0.7273333333333334
193	0.015555555555555555	0.7273333333333334
194	0.015555555555555555	0.7286666666666667
195	0.01577777777777778	0.7286666666666667
196	0.01577777777777778	0.7293333333333333
197	0.015851851851851853	0.7293333333333333
198	0.015851851851851853	0.7306666666666667
199	0.016	0.7306666666666667
200	0.016	0.7313333333333333
201	0.016074074074074074	0.7313333333333333
202	0.016074074074074074	0.732
203	0.016148148148148148	0.732
204	0.016148148148148148	0.7346666666666667
205	0.016592592592592593	0.7346666666666667
206	0.016592592592592593	0.736
207	0.016962962962962964	0.736
208	0.016962962962962964	0.7366666666666667
209	0.017185185185185185	0.7366666666666667
210	0.017185185185185185	0.738
211	0.01748148148148148	0.738
212	0.01748148148148148	0.7393333333333333
213	0.017555555555555557	0.7393333333333333
214	0.017555555555555557	0.7406666666666667
215	0.017777777777777778	0.7406666666666667
216	0.017777777777777778	0.744
217	0.017925925925925925	0.744
218	0.017925925925925925	0.7453333333333333
219	0.018	0.7453333333333333
220	0.018	0.7473333333333333
221	0.018074074074074076	0.7473333333333333
222	0.018074074074074076	0.748
223	0.018518518518518517	0.748
224	0.018518518518518517	0.7493333333333333
225	0.018814814814814815	0.7493333333333333
226	0.018814814814814815	0.75
227	0.019037037037037036	0.75
228	0.019037037037037036	0.7506666666666667
229	0.019185185185185184	0.7506666666666667
230	0.019185185185185184	0.752
231	0.019555555555555555	0.752
232	0.019555555555555555	0.7553333333333333
233	0.01962962962962963	0.7553333333333333
234	0.01962962962962963	0.756
235	0.019777777777777776	0.756
236	0.019777777777777776	0.7586666666666667
237	0.019851851851851853	0.7586666666666667
238	0.019851851851851853	0.7606666666666667
239	0.02	0.7606666666666667
240	0.02	0.7613333333333333
241	0.020370370370370372	0.7613333333333333
242	0.020370370370370372	0.7633333333333333
243	0.020444444444444446	0.7633333333333333
244	0.020444444444444446	0.764
245	0.020592592592592593	0.764
246	0.020592592592592593	0.7653333333333333
247	0.02074074074074074	0.7653333333333333
248	0.02074074074074074	0.766
249	0.020962962962962964	0.766
250	0.020962962962962964	0.768
251	0.021111111111111112	0.768
252	0.021111111111111112	0.7706666666666667
253	0.02125925925925926	0.7706666666666667
254	0.02125925925925926	0.7713333333333333
255	0.021703703703703704	0.7713333333333333
256	0.021703703703703704	0.7726666666666666
257	0.021777777777777778	0.7726666666666666
258	0.021777777777777778	0.7733333333333333
259	0.022074074074074072	0.7733333333333333
260	0.022074074074074072	0.774
261	0.022222222222222223	0.774
262	0.022222222222222223	0.7773333333333333
263	0.02237037037037037	0.7773333333333333
264	0.02237037037037037	0.778
265	0.022518518518518518	0.778
266	0.022518518518518518	0.7786666666666666
267	0.02266666666666667	0.7786666666666666
268	0.02266666666666667	0.78
269	0.022814814814814816	0.78
270	0.022814814814814816	0.7806666666666666
271	0.02311111111111111	0.7806666666666666
272	0.02311111111111111	0.7813333333333333
273	0.023185185185185184	0.7813333333333333
274	0.023185185185185184	0.7826666666666666
275	0.02325925925925926	0.7826666666666666
276	0.02325925925925926	0.784
277	0.02348148148148148	0.784
278	0.02348148148148148	0.7846666666666666
279	0.02362962962962963	0.7846666666666666
280	0.02362962962962963	0.7853333333333333
281	0.023851851851851853	0.7853333333333333
282	0.023851851851851853	0.786
283	0.024	0.786
284	0.024	0.7866666666666666
285	0.024148148148148148	0.7866666666666666
286	0.024148148148148148	0.7873333333333333
287	0.024296296296296295	0.7873333333333333
288	0.024296296296296295	0.788
289	0.024370370370370372	0.788
290	0.024370370370370372	0.7886666666666666
291	0.02474074074074074	0.7886666666666666
292	0.02474074074074074	0.79
293	0.024888888888888887	0.79
294	0.024888888888888887	0.7913333333333333
295	0.025333333333333333	0.7913333333333333
296	0.025333333333333333	0.7953333333333333
297	0.025407407407407406	0.7953333333333333
298	0.025407407407407406	0.796
299	0.025555555555555557	0.796
300	0.025555555555555557	0.7966666666666666
301	0.025777777777777778	0.7966666666666666
302	0.025777777777777778	0.7973333333333333
303	0.02585185185185185	0.7973333333333333
304	0.02585185185185185	0.798
305	0.025925925925925925	0.798
306	0.025925925925925925	0.7993333333333333
307	0.026222222222222223	0.7993333333333333
308	0.026222222222222223	0.8
309	0.026518518518518518	0.8
310	0.026518518518518518	0.8006666666666666
311	0.026962962962962963	0.8006666666666666
312	0.026962962962962963	0.8013333333333333
313	0.02711111111111111	0.8013333333333333
314	0.02711111111111111	0.802
315	0.027185185185185184	0.802
316	0.027185185185185184	0.8026666666666666
317	0.02725925925925926	0.8026666666666666
318	0.02725925925925926	0.8046666666666666
319	0.027333333333333334	0.8046666666666666
320	0.027333333333333334	0.8053333333333333
321	0.027851851851851853	0.8053333333333333
322	0.027851851851851853	0.806
323	0.027925925925925927	0.806
324	0.027925925925925927	0.8066666666666666
325	0.028444444444444446	0.8066666666666666
326	0.028444444444444446	0.8073333333333333
327	0.028666666666666667	0.8073333333333333
328	0.028666666666666667	0.808
329	0.02874074074074074	0.808
330	0.02874074074074074	0.8086666666666666
331	0.029111111111111112	0.8086666666666666
332	0.029111111111111112	0.81
333	0.029407407407407406	0.81
334	0.029407407407407406	0.8106666666666666
335	0.030296296296296297	0.8106666666666666
336	0.030296296296296297	0.8133333333333334
337	0.03059259259259259	0.8133333333333334
338	0.03059259259259259	0.814
339	0.03088888888888889	0.814
340	0.03088888888888889	0.8146666666666667
341	0.03133333333333333	0.8146666666666667
342	0.03133333333333333	0.8166666666666667
343	0.03155555555555556	0.8166666666666667
344	0.03155555555555556	0.8173333333333334
345	0.03177777777777778	0.8173333333333334
346	0.03177777777777778	0.8186666666666667
347	0.032074074074074074	0.8186666666666667
348	0.032074074074074074	0.8193333333333334
349	0.03214814814814815	0.8193333333333334
350	0.03214814814814815	0.82
351	0.03222222222222222	0.82
352	0.03222222222222222	0.8206666666666667
353	0.032296296296296295	0.8206666666666667
354	0.032296296296296295	0.824
355	0.03237037037037037	0.824
356	0.03237037037037037	0.826
357	0.03244444444444444	0.826
358	0.03244444444444444	0.828
359	0.03266666666666666	0.828
360	0.03266666666666666	0.8286666666666667
361	0.03288888888888889	0.8286666666666667
362	0.03288888888888889	0.8293333333333334
363	0.03311111111111111	0.8293333333333334
364	0.03311111111111111	0.8313333333333334
365	0.03325925925925926	0.8313333333333334
366	0.03325925925925926	0.8326666666666667
367	0.033555555555555554	0.8326666666666667
368	0.033555555555555554	0.8333333333333334
369	0.033851851851851855	0.8333333333333334
370	0.033851851851851855	0.8346666666666667
371	0.03392592592592593	0.8346666666666667
372	0.03392592592592593	0.8353333333333334
373	0.034074074074074076	0.8353333333333334
374	0.034074074074074076	0.836
375	0.03414814814814815	0.836
376	0.03414814814814815	0.8366666666666667
377	0.03422222222222222	0.8366666666666667
378	0.03422222222222222	0.8386666666666667
379	0.03451851851851852	0.8386666666666667
380	0.03451851851851852	0.8393333333333334
381	0.03474074074074074	0.8393333333333334
382	0.03474074074074074	0.84
383	0.034888888888888886	0.84
384	0.034888888888888886	0.8406666666666667
385	0.03496296296296296	0.8406666666666667
386	0.03496296296296296	0.8413333333333334
387	0.035333333333333335	0.8413333333333334
388	0.035333333333333335	0.8433333333333334
389	0.03540740740740741	0.8433333333333334
390	0.03540740740740741	0.8446666666666667
391	0.03548148148148148	0.8446666666666667
392	0.03548148148148148	0.8453333333333334
393	0.03562962962962963	0.8453333333333334
394	0.03562962962962963	0.8473333333333334
395	0.036	0.8473333333333334
396	0.036	0.8486666666666667
397	0.03637037037037037	0.8486666666666667
398	0.03637037037037037	0.85
399	0.036444444444444446	0.85
400	0.036444444444444446	0.852
401	0.03651851851851852	0.852
402	0.03651851851851852	0.8526666666666667
403	0.03666666666666667	0.8526666666666667
404	0.03666666666666667	0.8533333333333334
405	0.03674074074074074	0.8533333333333334
406	0.03674074074074074	0.854
407	0.036814814814814814	0.854
408	0.036814814814814814	0.8546666666666667
409	0.03688888888888889	0.8546666666666667
410	0.03688888888888889	0.856
411	0.037481481481481484	0.856
412	0.037481481481481484	0.8566666666666667
413	0.03762962962962963	0.8566666666666667
414	0.03762962962962963	0.8573333333333333
415	0.037703703703703705	0.8573333333333333
416	0.037703703703703705	0.8586666666666667
417	0.037925925925925925	0.8586666666666667
418	0.037925925925925925	0.86
419	0.038296296296296294	0.86
420	0.038296296296296294	0.8606666666666667
421	0.038592592592592595	0.8606666666666667
422	0.038592592592592595	0.8613333333333333
423	0.038814814814814816	0.8613333333333333
424	0.038814814814814816	0.862
425	0.03903703703703704	0.862
426	0.03903703703703704	0.8633333333333333
427	0.03911111111111111	0.8633333333333333
428	0.03911111111111111	0.864
429	0.03925925925925926	0.864
430	0.03925925925925926	0.8646666666666667
431	0.039407407407407405	0.8646666666666667
432	0.039407407407407405	0.866
433	0.039851851851851854	0.866
434	0.039851851851851854	0.8666666666666667
435	0.04014814814814815	0.8666666666666667
436	0.04014814814814815	0.868
437	0.04022222222222222	0.868
438	0.04022222222222222	0.8686666666666667
439	0.040296296296296295	0.8686666666666667
440	0.040296296296296295	0.8693333333333333
441	0.04066666666666666	0.8693333333333333
442	0.04066666666666666	0.87
443	0.04088888888888889	0.87
444	0.04088888888888889	0.8706666666666667
445	0.040962962962962965	0.8706666666666667
446	0.040962962962962965	0.8713333333333333
447	0.04103703703703704	0.8713333333333333
448	0.04103703703703704	0.872
449	0.04125925925925926	0.872
450	0.04125925925925926	0.874
451	0.04133333333333333	0.874
452	0.04133333333333333	0.8746666666666667
453	0.04140740740740741	0.8746666666666667
454	0.04140740740740741	0.8753333333333333
455	0.041555555555555554	0.8753333333333333
456	0.041555555555555554	0.8766666666666667
457	0.04162962962962963	0.8766666666666667
458	0.04162962962962963	0.8773333333333333
459	0.0417037037037037	0.8773333333333333
460	0.0417037037037037	0.8786666666666667
461	0.041777777777777775	0.8786666666666667
462	0.041777777777777775	0.8793333333333333
463	0.04185185185185185	0.8793333333333333
464	0.04185185185185185	0.88
465	0.04259259259259259	0.88
466	0.04259259259259259	0.8806666666666667
467	0.042666666666666665	0.8806666666666667
468	0.042666666666666665	0.8813333333333333
469	0.043111111111111114	0.8813333333333333
470	0.043111111111111114	0.8826666666666667
471	0.04325925925925926	0.8826666666666667
472	0.04325925925925926	0.8833333333333333
473	0.043333333333333335	0.8833333333333333
474	0.043333333333333335	0.884
475	0.04340740740740741	0.884
476	0.04340740740740741	0.8846666666666667
477	0.043555555555555556	0.8846666666666667
478	0.043555555555555556	0.8853333333333333
479	0.0437037037037037	0.8853333333333333
480	0.0437037037037037	0.8866666666666667
481	0.04377777777777778	0.8866666666666667
482	0.04377777777777778	0.8873333333333333
483	0.04385185185185185	0.8873333333333333
484	0.04385185185185185	0.8893333333333333
485	0.04407407407407407	0.8893333333333333
486	0.04407407407407407	0.8913333333333333
487	0.04451851851851852	0.8913333333333333
488	0.04451851851851852	0.8926666666666667
489	0.044814814814814814	0.8926666666666667
490	0.044814814814814814	0.8933333333333333
491	0.04496296296296296	0.8933333333333333
492	0.04496296296296296	0.8946666666666667
493	0.04511111111111111	0.8946666666666667
494	0.04511111111111111	0.8966666666666666
495	0.04518518518518518	0.8966666666666666
496	0.04518518518518518	0.8973333333333333
497	0.045259259259259256	0.8973333333333333
498	0.045259259259259256	0.898
499	0.04533333333333334	0.898
500	0.04533333333333334	0.8993333333333333
501	0.045481481481481484	0.8993333333333333
502	0.045481481481481484	0.9
503	0.04555555555555556	0.9
504	0.04555555555555556	0.9013333333333333
505	0.04562962962962963	0.9013333333333333
506	0.04562962962962963	0.9033333333333333
507	0.04585185185185185	0.9033333333333333
508	0.04585185185185185	0.9053333333333333
509	0.04607407407407407	0.9053333333333333
510	0.04607407407407407	0.906
511	0.046148148148148146	0.906
512	0.046148148148148146	0.9086666666666666
513	0.04637037037037037	0.9086666666666666
514	0.04637037037037037	0.9093333333333333
515	0.04651851851851852	0.9093333333333333
516	0.04651851851851852	0.912
517	0.046592592592592595	0.912
518	0.046592592592592595	0.9126666666666666
519	0.04674074074074074	0.9126666666666666
520	0.04674074074074074	0.914
521	0.046814814814814816	0.914
522	0.046814814814814816	0.9166666666666666
523	0.04688888888888889	0.9166666666666666
524	0.04688888888888889	0.9173333333333333
525	0.04703703703703704	0.9173333333333333
526	0.04703703703703704	0.9193333333333333
527	0.04711111111111111	0.9193333333333333
528	0.04711111111111111	0.92
529	0.047407407407407405	0.92
530	0.047407407407407405	0.9206666666666666
531	0.04748148148148148	0.9206666666666666
532	0.04748148148148148	0.9213333333333333
533	0.04762962962962963	0.9213333333333333
534	0.04762962962962963	0.922
535	0.04777777777777778	0.922
536	0.04777777777777778	0.9233333333333333
537	0.04792592592592593	0.9233333333333333
538	0.04792592592592593	0.9246666666666666
539	0.048	0.9246666666666666
540	0.048	0.9253333333333333
541	0.04814814814814815	0.9253333333333333
542	0.04814814814814815	0.9266666666666666
543	0.048296296296296296	0.9266666666666666
544	0.048296296296296296	0.9273333333333333
545	0.04837037037037037	0.9273333333333333
546	0.04837037037037037	0.928
547	0.04844444444444444	0.928
548	0.04844444444444444	0.9313333333333333
549	0.048666666666666664	0.9313333333333333
550	0.048666666666666664	0.9326666666666666
551	0.048740740740740744	0.9326666666666666
552	0.048740740740740744	0.9333333333333333
553	0.04888888888888889	0.9333333333333333
554	0.04888888888888889	0.934
555	0.048962962962962965	0.934
556	0.048962962962962965	0.936
557	0.04903703703703704	0.936
558	0.04903703703703704	0.9373333333333334
559	0.049185185185185186	0.9373333333333334
560	0.049185185185185186	0.938
561	0.04940740740740741	0.938
562	0.04940740740740741	0.9386666666666666
563	0.04962962962962963	0.9386666666666666
564	0.04962962962962963	0.94
565	0.0497037037037037	0.94
566	0.0497037037037037	0.942
567	0.04985185185185185	0.942
568	0.04985185185185185	0.9426666666666667
569	0.05014814814814815	0.9426666666666667
570	0.05014814814814815	0.9433333333333334
571	0.0502962962962963	0.9433333333333334
572	0.0502962962962963	0.944
573	0.05051851851851852	0.944
574	0.05051851851851852	0.9473333333333334
575	0.05081481481481481	0.9473333333333334
576	0.05081481481481481	0.9486666666666667
577	0.05096296296296296	0.9486666666666667
578	0.05096296296296296	0.9493333333333334
579	0.05103703703703704	0.9493333333333334
580	0.05103703703703704	0.95
581	0.051333333333333335	0.95
582	0.051333333333333335	0.9506666666666667
583	0.0517037037037037	0.9506666666666667
584	0.0517037037037037	0.9513333333333334
585	0.05185185185185185	0.9513333333333334
586	0.05185185185185185	0.952
587	0.05237037037037037	0.952
588	0.05237037037037037	0.9526666666666667
589	0.05251851851851852	0.9526666666666667
590	0.05251851851851852	0.9533333333333334
591	0.05274074074074074	0.9533333333333334
592	0.05274074074074074	0.9546666666666667
593	0.05311111111111111	0.9546666666666667
594	0.05311111111111111	0.956
595	0.05340740740740741	0.956
596	0.05340740740740741	0.9566666666666667
597	0.053481481481481484	0.9566666666666667
598	0.053481481481481484	0.9573333333333334
599	0.054	0.9573333333333334
600	0.054	0.958
601	0.05437037037037037	0.958
602	0.05437037037037037	0.9593333333333334
603	0.05466666666666667	0.9593333333333334
604	0.05466666666666667	0.96
605	0.05496296296296296	0.96
606	0.05496296296296296	0.9606666666666667
607	0.05511111111111111	0.9606666666666667
608	0.05511111111111111	0.9613333333333334
609	0.05533333333333333	0.9613333333333334
610	0.05533333333333333	0.962
611	0.055407407407407405	0.962
612	0.055407407407407405	0.9626666666666667
613	0.05555555555555555	0.9626666666666667
614	0.05555555555555555	0.9633333333333334
615	0.056	0.9633333333333334
616	0.056	0.964
617	0.05659259259259259	0.964
618	0.05659259259259259	0.9646666666666667
619	0.05688888888888889	0.9646666666666667
620	0.05688888888888889	0.9653333333333334
621	0.05748148148148148	0.9653333333333334
622	0.05748148148148148	0.966
623	0.05881481481481481	0.966
624	0.05881481481481481	0.9666666666666667
625	0.059111111111111114	0.9666666666666667
626	0.059111111111111114	0.9673333333333334
627	0.05918518518518519	0.9673333333333334
628	0.05918518518518519	0.968
629	0.05948148148148148	0.968
630	0.05948148148148148	0.9686666666666667
631	0.05962962962962963	0.9686666666666667
632	0.05962962962962963	0.9693333333333334
633	0.06133333333333333	0.9693333333333334
634	0.06133333333333333	0.97
635	0.06214814814814815	0.97
636	0.06214814814814815	0.9706666666666667
637	0.06451851851851852	0.9706666666666667
638	0.06451851851851852	0.9713333333333334
639	0.06474074074074074	0.9713333333333334
640	0.06474074074074074	0.972
641	0.06525925925925925	0.972
642	0.06525925925925925	0.9726666666666667
643	0.06614814814814815	0.9726666666666667
644	0.06614814814814815	0.9733333333333334
645	0.07333333333333333	0.9733333333333334
646	0.07333333333333333	0.974
647	0.0745925925925926	0.974
648	0.0745925925925926	0.9746666666666667
649	0.07518518518518519	0.9746666666666667
650	0.07518518518518519	0.9753333333333334
651	0.08162962962962964	0.9753333333333334
652	0.08162962962962964	0.976
653	0.08392592592592593	0.976
654	0.08392592592592593	0.9766666666666667
655	0.08592592592592592	0.9766666666666667
656	0.08592592592592592	0.9773333333333334
657	0.09155555555555556	0.9773333333333334
658	0.09155555555555556	0.978
659	0.09422222222222222	0.978
660	0.09422222222222222	0.9786666666666667
661	0.09518518518518519	0.9786666666666667
662	0.09518518518518519	0.9793333333333333
663	0.09888888888888889	0.9793333333333333
664	0.09888888888888889	0.98
665	0.09911111111111111	0.98
666	0.09911111111111111	0.9806666666666667
667	0.10037037037037037	0.9806666666666667
668	0.10037037037037037	0.9813333333333333
669	0.10422222222222222	0.9813333333333333
670	0.10422222222222222	0.982
671	0.10614814814814814	0.982
672	0.10614814814814814	0.9826666666666667
673	0.11118518518518518	0.9826666666666667
674	0.11118518518518518	0.9833333333333333
675	0.11562962962962962	0.9833333333333333
676	0.11562962962962962	0.984
677	0.11703703703703704	0.984
678	0.11703703703703704	0.9846666666666667
679	0.12562962962962962	0.9846666666666667
680	0.12562962962962962	0.9853333333333333
681	0.12674074074074074	0.9853333333333333
682	0.12674074074074074	0.986
683	0.12851851851851853	0.986
684	0.12851851851851853	0.9866666666666667
685	0.12962962962962962	0.9866666666666667
686	0.12962962962962962	0.9873333333333333
687	0.13274074074074074	0.9873333333333333
688	0.13274074074074074	0.988
689	0.14266666666666666	0.988
690	0.14266666666666666	0.9886666666666667
691	0.1471851851851852	0.9886666666666667
692	0.1471851851851852	0.9893333333333333
693	0.15651851851851853	0.9893333333333333
694	0.15651851851851853	0.99
695	0.15948148148148147	0.99
696	0.15948148148148147	0.9906666666666667
697	0.16948148148148148	0.9906666666666667
698	0.16948148148148148	0.9913333333333333
699	0.17866666666666667	0.9913333333333333
700	0.17866666666666667	0.992
701	0.1811111111111111	0.992
702	0.1811111111111111	0.9926666666666667
703	0.19392592592592592	0.9926666666666667
704	0.19392592592592592	0.9933333333333333
705	0.20362962962962963	0.9933333333333333
706	0.20362962962962963	0.994
707	0.20614814814814814	0.994
708	0.20614814814814814	0.9946666666666667
709	0.20755555555555555	0.9946666666666667
710	0.20755555555555555	0.9953333333333333
711	0.20925925925925926	0.9953333333333333
712	0.20925925925925926	0.996
713	0.2177037037037037	0.996
714	0.2177037037037037	0.9966666666666667
715	0.22725925925925927	0.9966666666666667
716	0.22725925925925927	0.9973333333333333
717	0.25955555555555554	0.9973333333333333
718	0.25955555555555554	0.998
719	0.2597777777777778	0.998
720	0.2597777777777778	0.9986666666666667
721	0.26844444444444443	0.9986666666666667
722	0.26844444444444443	0.9993333333333333
723	0.2742222222222222	0.9993333333333333
724	0.2742222222222222	1.0
725	0.30414814814814817	1.0
726	0.3042962962962963	1.0
727	0.5984444444444444	1.0
728	0.5985925925925926	1.0
729	0.703037037037037	1.0
730	0.7031851851851851	1.0
731	1.0	1.0
