0.9752833761317248	fpr	tpr
0	0.0	0.6693517340883212
1	0.0007331378299120235	0.6847929105589093
2	0.0007407407407407407	0.695459577225576
3	0.0007434944237918215	0.7490079643223502
4	0.0007468259895444362	0.7496290823347725
5	0.001466275659824047	0.7503643764524195
6	0.0014814814814814814	0.7530310431190862
7	0.001486988847583643	0.7672245915061829
8	0.0021994134897360706	0.7709010620944182
9	0.0022156573116691287	0.7715859936012676
10	0.0022222222222222222	0.7749193269346009
11	0.0022304832713754648	0.7852419075797622
12	0.002962962962962963	0.7865752409130955
13	0.002973977695167286	0.7898010473647085
14	0.002987303958177745	0.7904221653771308
15	0.003703703703703704	0.7917554987104641
16	0.0037174721189591076	0.7936909825814319
17	0.004398826979472141	0.795161570816726
18	0.0044444444444444444	0.7964949041500594
19	0.0044609665427509295	0.797140065440382
20	0.0052044609665427505	0.8023013557629627
21	0.005908419497784343	0.8029862872698119
22	0.006598240469208211	0.8051921696227531
23	0.006721433905899925	0.8058132876351756
24	0.007407407407407408	0.8071466209685088
25	0.007434944237918215	0.8084369435491541
26	0.008148148148148147	0.8091036102158207
27	0.008921933085501859	0.8097487715061431
28	0.00962962962962963	0.8104154381728099
29	0.010263929618768328	0.811150732290457
30	0.011202389843166542	0.8117718503028793
31	0.013333333333333334	0.8151051836362126
32	0.01344286781179985	0.815726301648635
33	0.014074074074074074	0.8163929683153016
34	0.014189693801344288	0.817014086327724
35	0.015555555555555555	0.8196807529943907
36	0.016356877323420074	0.8203259142847132
37	0.017037037037037038	0.8216592476180467
38	0.01925925925925926	0.8223259142847134
39	0.019417475728155338	0.8229470322971357
40	0.02	0.8236136989638023
41	0.02074074074074074	0.8249470322971357
42	0.02148148148148148	0.8256136989638023
43	0.021657953696788648	0.8262348169762246
44	0.022222222222222223	0.8302348169762247
45	0.022404779686333084	0.8308559349886471
46	0.02346041055718475	0.831591229106294
47	0.023703703703703703	0.8322578957729606
48	0.025925925925925925	0.8335912291062939
49	0.026138909634055265	0.8342123471187163
50	0.026392961876832845	0.8349476412363634
51	0.02666666666666667	0.8356143079030302
52	0.028888888888888888	0.8362809745696967
53	0.029873039581777446	0.8369020925821191
54	0.03037037037037037	0.8375687592487859
55	0.03211351755041075	0.8381898772612082
